cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","3/31/2015","5/17/2015","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","www.adrianstatebank.com","38940","38940","31124","0","7816","0","0","0","","9828","7576","29112","9833","5360","13919","31364","7576","31364","38590","34528","2130","0","0","0","",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","3/31/2015","5/17/2015","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.advantagebank.biz","49600","49600","41753","0","7847","0","0","0","","30001","12183","19599","14069","0","5530","37417","12183","37417","48990","41042","1604","0","0","0","",""
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80537","3/31/2015","5/17/2015","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","http://www.advantagebanks.com","243316","243316","204054","0","1459","37803","0","0","","55830","40190","187486","26011","26337","135138","203126","40192","203124","230189","219971","13640","0","0","39273","",""
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","3/31/2015","5/17/2015","NM","101 West Center Street","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.advantagecommunity.com","112052","112052","107868","0","3775","409","0","0","","30849","14977","81203","24625","23632","32946","97075","14958","97094","107254","102775","9646","1505","1505","0","",""
"34885","14544","965789","0","Affiliated Bank","Bedford","TX","76021","3/31/2015","5/17/2015","SA","500 Harwood Rd.","","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.affiliatedbank.com","369324","369324","219902","0","94832","54590","0","0","","39658","35597","329666","93564","10902","225200","333727","35675","333649","314937","289636","10402","15632","15632","152552","",""
"57264","0","3118447","3118456","Affinity Bank","Atlanta","GA","30328","3/31/2015","5/17/2015","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.myaffinitybank.com","218931","218931","217603","0","0","1328","0","0","","51157","44908","167774","76660","636","90478","174023","44909","174022","213030","197680","0","3439","3439","78503","",""
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","3/31/2015","5/17/2015","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","","500","500","500","0","0","0","0","0","","0","0","500","0","0","500","500","0","500","0","250","0","0","0","0","",""
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","3/31/2015","5/17/2015","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","12","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.aimbankonline.com","733521","733521","659470","0","72835","1216","0","0","","62221","49128","671300","56344","373897","241058","684393","254477","479045","641438","482871","15469","31452","31452","0","",""
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","3/31/2015","5/17/2015","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://alamericabank.com","30875","30875","27297","1900","1678","0","0","0","","3909","3471","26966","368","1400","25198","27404","3471","27404","27952","29214","1131","1234","1234","10264","",""
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","3/31/2015","5/17/2015","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.alamosastatebank.com","191465","191465","156709","12","34722","22","0","0","","92310","39189","99155","39971","17676","41508","152276","39190","152275","182269","126318","5500","0","0","0","",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","3/31/2015","5/17/2015","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.albanybank.com","504427","504427","484013","0","20414","0","0","0","","201622","143518","302805","99053","55915","147837","360909","143518","360909","424989","273024","13801","0","0","0","",""
"34106","14711","2332666","3842630","Albina Community Bank","Portland","OR","97212","3/31/2015","5/17/2015","NM","2002 N.E Martin Luther King","BENEFICIAL STATE BANCORP, INC.","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.albinabank.com","132130","132130","118192","0","13938","0","0","0","","61610","50306","70520","36838","11762","21920","81824","50306","81825","127886","124449","2554","1177","1177","0","",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","3/31/2015","5/17/2015","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.ALDENSTATE.COM","243068","243068","210677","0","32391","0","0","0","","74872","40648","168196","40398","58605","69193","202420","40648","202420","231134","205702","15762","488","488","0","",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","3/31/2015","5/17/2015","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.aldenbank.com","150291","150291","124715","0","25576","0","0","0","","63841","33063","86450","26813","34207","25430","117228","33063","117228","147316","130022","8780","0","0","0","",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","3/31/2015","5/17/2015","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.alerusfinancial.com","1284987","1284987","1139913","0","143201","1873","0","0","","105100","80331","1179887","923849","32576","223463","1204656","321271","963716","1240349","786463","37521","17167","17167","0","",""
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","3/31/2015","5/17/2015","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.algonquinstatebank.com","116115","116115","108487","0","7628","0","0","0","","35081","23957","81034","33293","26698","21043","92158","23957","92158","111576","105181","6937","0","0","0","",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","3/31/2015","5/17/2015","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.allamericabank.net","115711","115711","113849","0","1330","532","0","0","","58383","19628","57328","30815","6891","19622","96083","19628","96083","105418","89462","2703","0","0","0","",""
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","3/31/2015","5/17/2015","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.avbpgh.com","329511","329511","326856","0","2655","0","0","0","","128861","105715","200650","78676","49436","72538","223796","105715","223796","321541","272384","18243","259","259","0","",""
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","3/31/2015","5/17/2015","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","20","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","1/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.allegiancebanktexas.com","1657518","1657518","1530005","0","100922","26591","0","0","","680713","680713","976805","399544","29648","547613","976805","568422","1089096","1451178","938275","25094","110437","78385","13248","",""
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","3/31/2015","5/17/2015","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.myalliancebank.com","255004","255004","226280","0","28723","0","0","0","","95902","34800","159101","52123","58900","48078","220203","53447","201557","244709","220674","5030","1368","1368","0","",""
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","3/31/2015","5/17/2015","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.alliancebank.com","582028","582028","499551","1","82255","221","0","0","","141390","109624","440638","268647","47805","124186","472404","109622","472406","566933","452046","20807","4593","4593","0","",""
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","3/31/2015","5/17/2015","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alliancebanks.com","457435","457435","431481","1","24569","1384","0","0","","86926","80435","370509","208100","26218","136191","377000","132856","324579","404245","320678","12313","33768","33768","0","",""
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","3/31/2015","5/17/2015","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.alliancebank.us","141612","141612","135213","2","6397","0","0","0","","54945","17468","86667","11782","19738","55147","124144","17468","124144","137833","131510","16532","0","0","0","",""
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","3/31/2015","5/17/2015","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.alliancebanking.com","149877","149877","141507","0","8370","0","0","0","","69697","30992","80180","22278","31574","26329","118885","30992","118885","122909","128977","3888","23831","23831","0","",""
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","3/31/2015","5/17/2015","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.alliancebankks.com","95361","95361","94470","0","864","27","0","0","","33601","30652","61760","30119","3364","28277","64709","30652","64709","95361","66102","3752","0","0","0","",""
"57733","0","3276543","3706684","Alliance Bank & Trust Company","Gastonia","NC","28054","3/31/2015","5/17/2015","NM","292 West Main Ave","AB&T FINANCIAL CORPORATION","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","www.alliancebanknc.com","128213","128213","99510","0","249","28454","0","0","","21052","16025","107161","37386","13330","56445","112188","16030","112183","117166","112066","2822","0","0","26478","",""
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","3/31/2015","5/17/2015","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","https://www.alliancebanktexas.com","164032","164032","130226","0","32576","1230","0","0","","45932","31801","118100","52574","7388","58138","132231","31341","132691","138734","113233","5511","0","0","249","",""
"57424","0","3177378","0","Alliance Banking Company","Winchester","KY","40391","3/31/2015","5/17/2015","NM","695 Bullion Boulevard","","1","0","0","8","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/27/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.alliancebankky.com","49342","49342","41872","0","336","7134","0","0","","8980","2853","40362","5094","10294","24974","46489","2853","46489","48011","48671","2365","0","0","7900","",""
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","3/31/2015","5/17/2015","NM","101 East Broadway","NEMO BANCSHARES, INC","6","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.alliantbank.com","129597","129597","108397","104","4528","16568","0","0","","46853","22899","82744","21559","8584","52602","106698","23191","106407","117634","111457","2534","2244","2244","7815","",""
"91","0","28349","2576424","Allied Bank","Mulberry","AR","72947","3/31/2015","5/17/2015","SM","311 Main Street","ACME HOLDING COMPANY INC. EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.justbankit.com","98930","98930","94605","1","4324","0","0","0","","31810","17621","67120","2183","7101","57836","81309","17621","81309","91522","88748","6204","3441","0","0","",""
