cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"10015","0","20053","1128497","Security Bank","New Auburn","WI","54757","3/31/2015","5/17/2015","NM","119 Main Street","SECURITY BANK SHARES, INC.","4","0","0","2","0","Chippewa","20740","Eau Claire, WI","8/28/1907","1/1/1934","2/20/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.securityonlinebank.com","","","4.68348009948729","0.645322936463801","4.03815716302348","0.471490286956771","2.42153749320516","0.137327268045661","1.06968786656367","1.03453208594398","1.63877206534489","8.78437469633661","8.78437469633661","-0.11482374555058","-150","","56.9429494079656","3.88940909090909","0","93.6447462222586","1.55330185929941","85.3482786228983","1.49122909532881","1.81995686891648","78.9580095130132","90.2378758130651","103.427582934035","87.499853915645","12.1962906260591","11.8020958598179","15.5174750410336","16.7718230962671","15.5174750410336","87382.5","81819.5","10291","69672"
"16395","0","741648","1098004","Security Bank","Stephens","AR","71764","3/31/2015","5/17/2015","NM","108 Ruby Street","SMITH ASSOCIATED BANKING CORPORATION","1","0","0","8","0","Ouachita","","","4/1/1946","4/1/1946","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","www.secbnk.com","","","4.99358024691358","0.963950617283951","4.02962962962963","0.331385244351593","3.09773163198228","0","0.936523516645805","0.756422840367766","0.727606732163279","8.63309352517986","8.63309352517986","0.119410411095217","0","10.5","77.3381294964029","3.28305882352941","0","91.2975704149645","1.82373769219576","475.949367088608","0.347595499175805","0.383178930009216","72.5327886476027","81.439607306671","101.364649322683","89.0632838816025","8.82247545330753","8.88413406214039","14.1300617707618","15.3912148249828","12.7001830244795","55524.5","50625","4865","40197.5"
"15324","0","1001059","1124789","Security Bank & Trust Company","Glencoe","MN","55336","3/31/2015","5/17/2015","NM","735 11th Street East","SECURITY BANCSHARES CO.","15","0","0","4","1","Mcleod","","","10/12/1935","12/16/1935","5/31/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.security-banks.com","","","3.55081735193803","0.430029783106682","3.12078756883135","0.677375371767898","2.1663484478865","0","1.46570787180425","1.46570787180425","1.46570787180425","15.3727035968185","-39.0605570024167","-3.05775946698424E-02","0","","59.0293175659029","4.94696703296703","354.090354090354","95.1534295627913","2.02706176902175","857.023411371237","1.18509731792596","0.236523500073172","55.0240573644857","60.7287330283462","62.0431063632607","90.6062988977595","9.01429225144055","9.2968363086178","13.647323259777","14.9029050126559","13.647323259777","447019.5","423226.5","42621","248548"
"8121","13850","835613","2952484","Security Bank and Trust Co.","Maysville","KY","41056","3/31/2015","5/17/2015","NM","1-5 West Second Street","SECURITY BANCORP OF MAYSVILLE, INC.","3","0","0","4","1","Mason","","","1/1/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","","","","3.60483784651611","0.188376324521032","3.41646152199508","0.371898425242606","2.56454955740213","0","0.89875452766963","0.89875452766963","0.89875452766963","4.47185813415574","0.578257517347725","-6.15773026062593E-02","0","","74.0492170022371","4.65963636363636","87.0689655172414","90.0284844701108","1.23126671226914","92.7400468384075","0.833073201186203","1.32765375287607","61.9751833931637","77.720688980231","81.0336471008393","79.7409083814578","20.2044638676448","20.0923518683792","19.9111726365577","20.6725500374921","19.9111726365577","51627","46715","10376","32479.5"
"9172","0","118156","0","Security Bank and Trust Company","Paris","TN","38242","3/31/2015","5/17/2015","NM","210 West Washington Street","","6","0","0","4","1","Henry","","","1/1/1905","1/1/1934","12/10/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","http://www.sbtcparis.net","","","4.42766651737155","0.3941391003903","4.03352741698125","0.507222783899104","1.94663879226143","0","2.02797722067047","2.37160923282554","2.52697477023608","23.1122491580617","-6.83570374906065","0","","","47.3859844271413","4.473275","129.576107899807","88.0328171194483","0.480323255192365","5091.66666666667","0.006706495800057","9.43351728692043E-03","70.7507363173514","79.28788400714","88.8068130002596","89.2327209930085","9.96194063633468","10.0272610099121","11.8378174571113","12.2491987826883","11.8378174571113","175071","156290","17964.5","123050"
"9881","0","19356","2410603","Security Bank and Trust Company","Miami","OK","74354","3/31/2015","5/17/2015","NM","2 South Main Street","SSB HOLDINGS, INC.","3","0","0","4","1","Ottawa","","","12/1/1922","1/1/1934","2/4/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.sbtmiami.com","","","3.82006053647845","0.401836969001148","3.4182235674773","0.399876581302067","2.56217216908362","0","1.07127429805616","1.07127429805616","1.07127429805616","10.10183299389","10.10183299389","2.15784646922371E-02","0","108.5","70.5163043478261","3.00581481481481","0","94.6905380928324","2.26499389594535","7266.66666666667","1.47861552299863E-02","3.11696407698901E-02","46.3632219032246","53.7229257984837","59.0607292533237","86.3006271794177","10.9134147393324","10.7930711148399","18.3142821253611","19.5704057279236","18.3142821253611","81025","76648","8592.5","37074"
"10984","10501","295057","2728438","Security Bank Minnesota","Albert Lea","MN","56007","3/31/2015","5/17/2015","NM","427 Bridge Avenue","LAKE BANK SHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","4","1","Freeborn","","","1/1/1906","1/1/1934","2/13/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.securitybankmn.com","","","4.90080849093564","0.398903016704064","4.50190547423158","0.191853884081883","2.689791454828","0.153483107265507","1.59238723787963","1.59238723787963","1.59238723787963","13.6160439650576","-32.317598326703","2.06217456307676E-02","1000","113.75","60.6401384083045","3.90359259259259","337.349397590361","94.4846627513117","1.65197393637409","2938.63636363636","0.041746918792755","5.62156637281206E-02","73.035285634316","86.2294163772824","90.1633967789166","84.6988054688464","11.2299211552511","10.3093870741973","12.5515051767809","13.8051382614887","12.5515051767809","104246","98269.5","12191.5","77588"
"57964","0","3358289","3804469","Security Bank of California","Riverside","CA","92501","3/31/2015","5/17/2015","NM","3403 10th Street, Suite 100","SECURITY CALIFORNIA BANCORP","4","0","0","4","0","Riverside","40140","Riverside-San Bernardino-Ontario, CA","6/20/2005","6/20/2005","2/4/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.securitybankca.com","","","3.84901062400374","0.265725278118558","3.58328534588518","0.418705272748436","2.63296260470642","0.252379098451128","0.569387796057781","0.579251773035413","0.995388301779257","6.04572836113508","6.04572836113508","0.123253950277609","293.283582089552","14.3208955223881","68.0511712909121","6.61195833333333","0","96.3774600313825","1.53713241402226","352.591463414634","0.310044301045454","0.435952816082406","70.0255849565497","79.0259149160112","89.0229003352734","88.6109133073283","9.5292935149067","9.81603876430638","12.3282912295186","13.580779244134","12.3282912295186","622872.5","599115","59678.5","434874.5"
"15731","0","435666","2851608","Security Bank of Crawford","Crawford","TX","76638","3/31/2015","5/17/2015","NM","6688 N Lone Star Parkway","FIRST BANCSHARES OF TEXAS, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","1","0","0","6","1","Mclennan","47380","Waco, TX","3/30/1940","3/30/1940","6/12/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.secbank.net","","","4.24235152969406","1.11337732453509","3.12897420515897","0.803142732431253","4.31252728066347","0","-0.663465735486687","-0.663465735486687","-0.663465735486687","-3.70550950755729","-3.70550950755729","0.494666872777864","0","-1.9","118.181818181818","3.16014285714286","0","90.9542968220243","1.76121616611049","1055.55555555556","0.596718050721034","0.166852057842047","71.8638397902446","88.3117604577523","91.1211739080591","81.3751638714344","18.457574250712","18.0256942298353","30.3952951686146","31.6533909030001","30.3952951686146","22910","20837.5","4102","16172.5"
"4705","0","1009354","1050712","Security Bank of Kansas City","Kansas City","KS","66101","3/31/2015","5/17/2015","NM","701 Minnesota Avenue","VALLEY VIEW BANCSHARES, INC.","9","0","0","4","0","Wyandotte","28140","Kansas City, MO-KS","10/13/1933","1/1/1934","6/1/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.securitybankkc.com","","","3.87261582260672","0.441386616054335","3.43122920655238","1.03664894597249","2.547767729053","0.279923207733345","0.813643457144923","0.813643457144923","1.11036205734227","5.47167295459359","5.47167295459359","0.386953395646774","147.420147420147","7.32186732186732","64.6961260514157","4.20017535545024","0","85.3825782493848","1.82436668446839","46.8962635788468","6.30474692435545","3.89021756797548","47.7087957284564","65.288919291603","66.5455306638295","73.0733426837291","14.4842745225036","10.9019025203841","13.8344608374853","15.021437182559","13.8344608374853","857378","724988","127493","420722.5"
"15347","13727","382854","2250180","Security Bank of Pulaski County","Saint Robert","MO","65584","3/31/2015","5/17/2015","NM","201 Marshall Drive","SECURITY BANCSHARES OF PULASKI COUNTY, INC.","3","0","0","4","0","Pulaski","","","1/1/1936","1/31/1936","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.sbpc.com","","","4.77778571389327","0.676889604360224","4.10089610953304","0.477660235266926","3.55163497512989","0.115562960145224","0.31448533554187","0.35054097910718","0.450695544566374","4.03592416010644","-0.221754074731123","0.130059191711682","136.363636363636","6.13636363636364","87.2280037842952","3.0515","105.494505494506","87.3433147632312","1.14368265815927","47.9192938209332","4.14447812551204","2.38668512610606","67.2742913321317","77.2619817700676","88.9785856506251","87.0729559233164","9.24954940193348","8.55751757920518","11.3343536213685","12.3284804248584","11.3343536213685","103839.5","91004.5","9019","67661.5"
"26520","0","897853","0","Security Bank of Southwest Missouri","Cassville","MO","65625","3/31/2015","5/17/2015","NM","Junction Hwys. 76-86 & 37","","3","0","0","8","1","Barry","","","12/13/1985","12/13/1985","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.sbswmo.com","","","4.56185088129577","0.50744183960481","4.05440904169096","0.867035821285978","2.89510236877674","0.149488934704479","1.76396942951285","1.76396942951285","1.76396942951285","17.4502433914597","2.80978495286216","1.50535813410859E-02","1500","192","60.2072538860104","2.99085185185185","83.8983050847458","97.1530469456243","1.39160523544456","32.6710816777042","2.8766733124466","4.25944034902964","64.9338105085879","72.9727096872956","77.1923626139057","88.9836910083836","10.2510123462905","10.3992525692931","14.8203380201676","16.070160488567","14.8203380201676","80273.5","78038.5","8114.5","53143.5"
"18033","15816","956358","1140613","Security Bank of the Ozarks","Eminence","MO","65466","3/31/2015","5/17/2015","NM","103 South Main Street","EMINENCE BANKSHARES, INC.","2","0","0","4","1","Shannon","","","6/29/1959","6/29/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.sbozarks.com","","","5.3274819483071","0.469471589314418","4.85801035899268","0.511590727418066","4.19504396482814","0","0.375166533439915","0.375166533439915","0.375166533439915","4.13582422747033","-3.85383621196099","1.20307988450433E-02","0","44","91.7910447761194","2.02960869565217","193.181818181818","82.9630899080996","0.886118495431906","1160","0.302050084616868","7.63895254682678E-02","69.4865148561513","77.4725930879649","84.9380711723271","89.6917375377563","9.12576851395643","7.47731552816299","9.91318163763264","10.7359700391534","9.91318163763264","46912.5","39193","4255.5","33248"
"1604","14181","950758","1125496","Security Bank USA","Bemidji","MN","56601","3/31/2015","5/17/2015","NM","1025 Paul Bunyan Drive, N.W","SECURITY STATE BANCSHARES OF BEMIDJI, INC.","2","0","0","4","1","Beltrami","","","2/7/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.SecurityBankusa.com","","","4.81294634643115","0.45527870844619","4.35766763798496","1.3289817539268","3.09991262885285","9.40317278721795E-02","2.12198265898218","2.12198265898218","2.12511704991126","22.5676069836243","0.13333888912038","0","","","58.2793164407778","3.70382857142857","99.4091580502216","91.4937439252048","1.21119282989068","","0.87554191030131","0","80.0947282348767","95.5945311421074","96.8382764409625","83.7858895042967","9.27071601586004","9.43189779355621","11.4341880505005","12.648987031329","11.4341880505005","127616.5","116851.5","11999.5","105191"
"27723","175","218878","0","Security Bank, s.b.","Springfield","IL","62701","3/31/2015","5/17/2015","SB","510 E Monroe St","","4","0","0","5","0","Sangamon","44100","Springfield, IL","1/1/1906","2/20/1935","2/4/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","WWW.SECURITYBK.COM","","","3.92349035725577","0.249762883338603","3.67372747391717","0.566871778303203","3.73900400922268","0","0.240847076792034","0.258470033630476","0.258470033630476","2.80466913668778","2.80466913668778","8.06084015066094E-02","0","3.9047619047619","93.9483394833948","2.81452083333333","0","92.6808145258592","0.550020552369395","12.6377333033506","5.27028727506902","4.35220889036779","75.2170662560975","86.210963018266","86.8126986296689","87.2476812956616","9.36956409098648","9.20717601012673","15.290379480736","15.9971487598313","15.290379480736","136186","126520","12550.5","104207.5"
"31381","0","406778","0","Security Federal Bank","Elizabethton","TN","37643","3/31/2015","5/17/2015","SB","632 Elk Avenue","","2","0","0","8","0","Carter","27740","Johnson City, TN","1/1/1962","1/28/1963","3/25/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.secfec.com","","","5.04211266802289","0.486719774892104","4.55539289313079","0.366883566385159","3.08043749134709","-0.034611657206147","1.07296137339056","1.07296137339056","1.46753426554063","4.66516177577126","4.66516177577126","0.219329738762615","-23.8095238095238","9.85714285714286","68.2515337423313","3.23861111111111","0","90.6184063813363","1.24052929249813","39.1084945332212","2.19915944763702","3.17202006189307","63.502873316751","84.9468780834806","99.924420330931","74.7559825027875","22.9608028132773","23.1111965334079","41.5433901818524","42.7934294418795","41.5433901818524","57784","52597","13290","38298.5"
"31100","6380","763677","1253773","Security Federal Bank","Aiken","SC","29801","3/31/2015","5/17/2015","NM","238 Richland Avenue, Nw","SECURITY FEDERAL CORPORATION","14","0","1","8","0","Aiken","12260","Augusta-Richmond County, GA-SC","1/1/1922","9/14/1959","10/15/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.securityfederalbank.com","","","3.48480988595614","0.531747745697331","2.95306214025881","0.627703801965033","2.9948219290969","4.85463110568471E-02","0.256984752210526","0.776740976909554","1.07772810546201","6.80492719259539","0.425307949537212","0.626553852100161","18.5528756957328","1.54545454545455","88.1033990288489","4.13484924623116","93.75","93.5590975104365","2.32927521567635","88.3915615582096","1.87716856964033","2.6351782620589","40.3553567847746","48.9333075938007","55.1970956770935","82.4701185535375","11.4528429150437","10.7568155529249","23.0989805149801","24.3591846236053","23.0989805149801","823955.5","773299","94049.5","344104.5"
"31592","7228","558574","0","Security Federal Savings Bank","Jasper","AL","35501","3/31/2015","5/17/2015","SA","301 Third Avenue","","1","0","0","7","1","Walker","13820","Birmingham-Hoover, AL","1/1/1970","3/22/1971","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.securityfederalonline.com","","","4.08392356006949","0.555926767339302","3.52799679273019","0.639917430009031","3.48858211843633","6.19274932266804E-02","0.456612050058057","0.48509869694233","0.526383692426784","4.35538051662226","4.35538051662226","0.625169883120413","26.0869565217391","2.34782608695652","86.2244897959184","2.98723076923077","0","96.3408353504661","1.1536166545117","3480","1.28753154452284E-02","3.31499038652788E-02","38.3916155945821","52.5094213362448","58.3911017115106","73.113766287274","11.1886491219035","11.4641744548287","20.7071180718372","21.5511582106349","20.7071180718372","38755","37415","4316.5","14716"
"28894","2578","32971","0","Security Federal Savings Bank","Logansport","IN","46947","3/31/2015","5/17/2015","SA","314 Fourth St","","5","0","0","8","0","Cass","","","4/1/1934","10/27/1934","7/21/2011","Non-Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.secfedbank.com","","","4.67812937787595","0.394566318098106","4.28356305977785","0.204988042364195","3.77899252173253","1.04581862354326","-0.33025851269787","-0.33025851269787","-0.745928709714156","-2.58198545778305","-2.58198545778305","0.316768446772278","447.967479674797","1.28455284552846","92.6477431363425","3.331953125","0","90.2403338882506","1.6233103800051","79.7619047619048","1.68210274566813","2.03519510328998","72.3552721048559","92.0334029227557","95.6862015503876","78.6184904687097","12.6160050645971","12.6594248465153","19.325551232166","20.5829980874497","19.325551232166","210744","190589","26956","155318.5"
"31146","0","631178","3842069","Security Federal Savings Bank of McMinnville","Mc Minnville","TN","37110","3/31/2015","5/17/2015","NM","306 West Main Street","SECURITY BANCORP, INC.","3","0","0","4","0","Warren","","","1/1/1959","2/1/1960","2/11/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","WWW.SECFED.NET","","","3.76778798833605","0.470973498542006","3.29681448979404","0.932818687541917","2.78509827712396","0.215950865612329","0.574384776577123","0.574384776577123","0.923913497207388","5.80345845634753","5.80345845634753","0.307783183846046","97.979797979798","5.17171717171717","70.9585933068633","3.67782","0","91.3165951569136","0.852836948479302","139.490445859873","0.814069204039349","0.611394524708906","69.2257913655372","81.2826439526479","87.2820519852724","85.1667563937333","9.77154945048969","9.87149982932711","14.0102205066496","14.868180468518","14.0102205066496","179670.5","163066.5","17782.5","128662"
"14222","13893","450959","2848804","Security Financial Bank","Durand","WI","54736","3/31/2015","5/17/2015","SM","212 West Prospect Street","SECURITY FINANCIAL SERVICES CORPORATION","4","0","0","2","1","Pepin","","","4/6/1934","4/10/1934","8/15/2014","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.securityfinancialbank.com","","","3.89831706416831","0.787411880809715","3.11090518335859","0.557939248999465","2.13829025001162","7.15306729486493E-02","1.17137676278402","1.18931665555954","1.19980782092534","10.5222078072757","10.5222078072757","4.78230887310442E-02","267.857142857143","46.9285714285714","62.6827896512936","5.99215942028986","0","91.6538278281522","1.47781799814799","732.985386221294","0.603445565340215","0.201616297668154","56.6123847830135","76.5912541556504","78.7556904400607","73.9149468266503","11.6804810150462","10.0470723499854","16.7561908047545","18.0114007886682","16.7561908047545","419400.5","382011","47404.5","234196.5"
"31966","7664","529172","1057850","Security First Bank","Cheyenne","WY","82001","3/31/2015","5/17/2015","NM","500 West 18th Street","FIRST STATE BANCSHARES, INC.","3","0","0","4","1","Laramie","16940","Cheyenne, WY","1/1/1978","4/6/1979","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","www.sec1stbank.com","","","3.55096837610776","0.331751370778233","3.21921700532952","0.557452442338513","2.57543028360393","0","0.903072956588391","0.903072956588391","0.903072956588391","9.81372103589278","3.75586854460094","1.99895055096075E-02","0","81","74.0384615384615","3.51180952380952","61.7283950617284","91.331290340077","2.86075309577963","9433.33333333333","0.122037207788686","3.03260045489007E-02","52.1207354775723","57.3590198916628","67.4374539457525","90.86754895048","9.00905787275587","9.49542077069293","13.1336267851096","14.3944071543809","13.1336267851096","71755","65109","6603","40021"
"58212","0","3560420","0","Security First Bank","Fresno","CA","93711","3/31/2015","5/17/2015","NM","663 W Nees Avenue","","1","0","0","4","0","Fresno","23420","Fresno, CA","2/12/2007","2/12/2007","9/7/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.securityfirstfresno.com","","","4.68118604040934","0.508003148779848","4.17318289162949","0.211413600637886","3.89292630140107","0","-0.189543228158105","-0.156737669438433","-2.55154345597448E-02","-1.18567538689553","-1.18567538689553","0.622303531428489","0","-0.148148148148148","101.520912547529","6.06694736842105","0","85.58366298841","1.67631435098883","598","1.65261295023943","0.280320125583416","60.8569296967173","73.9583772614178","85.6764249685512","82.2853771948088","12.691720452495","11.8494283326517","15.3596164705611","16.6111578486396","15.3596164705611","109737.5","95275","14506.5","69419.5"
"5415","13873","276850","3796902","Security First Bank","Lincoln","NE","68516","3/31/2015","5/17/2015","NM","5505 Red Rock Lane","STOCKMENS LIMITED PARTNERSHIP","34","0","1","2","0","Lancaster","30700","Lincoln, NE","7/1/1924","1/1/1934","2/2/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.security1stbank.com","","","3.62504323763404","0.455834722178548","3.16920851545549","0.903647139040823","3.0878417658124","5.84766601603768E-02","0.480257845523395","0.550046084633544","0.726846611837184","5.57756004910476","5.57756004910476","-0.129046537407553","-74.4186046511628","","78.8812371632234","3.59853974895398","0","91.2334268549191","1.72160438478429","491.030432461292","0.21777778294543","0.350610526552242","61.0445194529162","72.588835996466","84.3126454354351","84.0962919640812","10.1523049214523","8.54288743141389","11.2986176592034","12.5506129014366","11.2986176592034","875563","795025","86346","533141"
"11519","12396","693952","1127409","Security First Bank of North Dakota","New Salem","ND","58563","3/31/2015","5/17/2015","NM","700 Ash Avenue","OLIVER BANCORPORATION, INC.","5","0","0","2","1","Morton","13900","Bismarck, ND","1/1/1925","1/1/1934","8/21/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.securityfirstbank.com","","","4.61956205060075","0.240068058129101","4.37949399247165","1.02658111824015","3.15635388593239","0.129143466900146","1.85397485532922","1.86273034461059","1.86273034461059","17.1997372543075","15.178616542873","-7.50735653910864E-02","-210.714285714286","","61.4139693356048","4.89144736842105","11.7508813160987","93.5940820443847","1.70548284205895","353.418803418803","0.377673167451244","0.482567091948966","76.9285810356422","90.7804435189476","97.424559347555","84.7413584398117","10.8551445864156","10.9525382667107","12.4803152076393","13.7338678813203","12.4803152076393","182742.5","171618","19791","149187"
"432","13967","422657","2411619","Security First National Bank of Hugo","Hugo","OK","74743","3/31/2015","5/17/2015","N","100 South Broadway","SOONER SOUTHWEST BANKSHARES, INC.","2","0","0","2","0","Choctaw","","","1/7/1930","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.sfnb.net","","","5.73722062628609","0.399323594727299","5.33789703155879","0.880549295036428","3.01140235099038","0","2.02793170978086","2.02793170978086","2.86273818429592","26.0912211868563","26.0912211868563","2.51893927467144E-02","0","150.2","51.2654120700844","2.76492105263158","0","93.5726726755309","1.02274753547138","55.9581881533101","1.44955123873338","1.8276995185572","73.9632805733484","88.8542059707978","106.754677583317","83.2411699201462","8.0196446077265","7.92551539843993","11.7508370535714","12.8864397321429","11.7508370535714","104934.5","98166","8156","79398.5"
"14639","0","210452","2269089","Security Home Bank","Malmo","NE","68040","3/31/2015","5/17/2015","NM","147 Center Avenue","MALMO BANCORP, INC.","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","8/1/1934","8/6/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.shbmalmo.com","","","4.25888709956479","0.521713669696687","3.73717342986811","0.232455309203462","2.22348556629398","0.121281030888763","0.950034741961973","0.950034741961973","1.43515886551702","9.98141757366605","9.98141757366605","0","","","58.8235294117647","5.54457142857143","0","94.7232814593425","1.56479829749945","","0.510151499536226","0","81.0393692672369","123.147096824713","123.147096824713","65.8069669174482","9.8371637637844","9.39006873909921","12.3732594294984","13.6271461403272","12.3732594294984","39577.5","37568.5","3767","32967.5"
"3845","0","151546","1099195","Security National Bank","Witt","IL","62094","3/31/2015","5/17/2015","N","1 West Broadway","LBT BANCSHARES, INC.","4","0","0","2","0","Montgomery","","","11/17/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.securitynb.com","","","4.12597141612445","0.404727441363707","3.72124397476075","0.346454174772806","2.77163339818245","0.266503211363697","0.576926151960131","0.591637129227407","0.858140340591104","5.33077200144075","1.15259935166286","0.565865024548556","73.5294117647059","3.04411764705882","71.5268225584594","3.11070833333333","78.3783783783784","95.105616352117","1.81187762954819","269.496855345912","0.464792316862451","0.672318653671325","62.2071607484898","70.4595451580113","75.3170510200772","88.2877693987168","11.2233280201455","10.9321953015284","16.5043947222165","17.7600296412178","16.5043947222165","75046","71159","8329","48068"
"19213","10854","844053","1140323","Security National Bank of Omaha","Omaha","NE","68124","3/31/2015","5/17/2015","N","1120 South 101st Street","SECURITY NATIONAL CORPORATION","15","0","0","4","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","9/1/1964","9/1/1964","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","https://www.snbconnect.com","","","3.52361715459933","0.148427681762649","3.37518947283668","1.07860698886017","2.91684106747179","0","1.30951034866275","1.3351662775297","1.37589837078239","11.7628554284949","3.29956483493438","-2.34937762469532E-02","0","","68.3694978301302","4.02731914893617","71.9492868462758","94.5004596268042","2.11435976247804","7300.7299270073","0.232719088776653","2.89609365586374E-02","61.1579689778323","74.3802436136941","75.6512178067063","82.2234050421589","11.4976701675789","11.1282356936615","14.1868770821886","15.442971504879","14.1868770821886","756160.5","714152.5","85829.5","476722"
"34394","0","2529176","1200348","Security National Bank of South Dakota","Dakota Dunes","SD","57049","3/31/2015","5/17/2015","N","325 Dakota Dunes Blvd","SECURITY NATIONAL CORPORATION","3","0","0","4","0","Union","43580","Sioux City, IA-NE-SD","5/1/1997","5/1/1997","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.snbsd.com","","","2.98917966858837","0.47285115584188","2.51632851274649","1.93937761466654","2.04038686543043","0","1.47473506115268","1.47473506115268","2.27607511721282","16.7218121659455","16.7218121659455","0","","","47.2698907956318","6.84457692307692","0","94.9780567434072","2.03672674576578","","0","0","48.6229974319928","55.4932756995261","56.6344863697352","87.6196202496081","9.06107586578931","8.84708417750291","15.1734493512494","16.429561467678","15.1734493512494","178201.5","168340.5","15716","87242"
"28925","2632","708379","2823696","Security Savings Bank","Monmouth","IL","61462","3/31/2015","5/17/2015","SB","220 East Broadway","SECURITY BANCORP, MHC","2","0","0","2","0","Warren","","","1/1/1882","5/18/1953","8/6/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.securitysavings.com","","","3.42449970753496","0.597928520363248","2.82657118717172","0.402374006639171","2.34718170539516","6.70623344398619E-02","0.444846818451084","0.444846818451084","0.661681699806637","4.44605803334544","4.44605803334544","0.043714993852579","214.285714285714","23.2857142857143","76.3081395348837","4.94863888888889","0","94.9076906669062","0.883132633150125","216.793893129771","0.294132505571117","0.407360475150234","71.5668169137417","79.9524663564647","86.3245201259352","89.5117063614574","10.1206280065787","9.98039892639574","14.3991066335671","15.3117543563664","14.3991066335671","178938","169251","17903.5","128102.5"
